district,sector,trade,priority,recommendation_type,recommendation,reason,supporting_metrics,confidence_score,data_availability
gadchiroli,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in gadchiroli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,fitter,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fitter in hingoli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,solar technician (electrical),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for solar technician (electrical) in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,fitter,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fitter in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
latur,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in latur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in mumbai before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai,,interior design and decoration,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for interior design and decoration in mumbai before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in mumbai before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai,,mechanic motor vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle in mumbai before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,dress making,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for dress making in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,sewing technology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for sewing technology in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,solar technician (electrical),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for solar technician (electrical) in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nashik,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in nashik before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nashik,,sheet metal worker,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for sheet metal worker in nashik before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
palghar,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in palghar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,computer operator and programming assistant,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for computer operator and programming assistant in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,painter general,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for painter general in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
